LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR
290,000100,유한양행,KOSPI,바이오·의약품,95100,149.77,75744.9,0.0,,WAIT,WAIT,3,False,False,True,8.8,8.8,0.0,16.7,10.6,0.0,9.7,9.1,16.7,79.1,1.09,0.0,RR1.1 + 진입적정,0,95100.0,89500.0,101200.0,116500.0,,-2.68,0.83,103415,-18.31,특이사항 없음,0,0.33,57.5,-0.36,,,,추세 관망,NORMAL,60.6,의약품 제조업,14977029950.0,36.9,11.7,0,0,-1.45,-2.16,0.96,-3.84,-9.26,-20.42,-14.71,-42.21,-79.72,0.954,0.146,0,6.0,1,0,1.4,0.41,129200.0,SWING_20D,80,VP_RESISTANCE,65,SWING_120D,45,v1_sl_first_gap_at_open,5.89,4.0,1.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,101090.0,-8.04,-0.0079,True,X,▼,96587,▲,X,X,0,0,0,-0.52,250,0,-1,-1,1,0.0,의약품 제조업,-0.1500000000000004,-15.872666666666667,15.0,10.6,OK,28.541666066760865,28.541666066760865,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,8.8,8.8,8.8,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,6.4,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
291,035250,강원랜드,KOSPI,서비스 기타,16880,75.26,36113.2,0.0,,WAIT,WAIT,3,False,False,True,6.3,6.3,0.0,9.6,12.5,0.0,7.2,7.4,12.5,84.4,2.2,0.0,밸런스우수 + RR2.2 + 진입적정,0,16880.0,16190.0,18400.0,19590.0,⚡눌림회복,-0.45,0.75,17821,-6.02,특이사항 없음,0,1.34,52.8,-1.04,,,,추세 관망,NORMAL,60.6,유원지 및 기타 오락관련 서비스업,7525727060.0,39.1,11.92,0,0,0.24,-0.24,0.84,-6.95,-5.06,-1.23,-17.82,-38.01,-60.53,0.947,0.446,0,6.0,1,0,1.07,0.22,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,4.09,5.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,17503.0,-5.29,0.0118,True,X,▼,16952,▲,X,X,0,0,0,-0.24,250,0,-1,-1,1,0.0,유원지 및 기타 오락관련 서비스업,4.087777777777777,-1.1692592592592592,11.0,12.5,OK,26.63815495484713,26.63815495484713,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,6.3,6.3,6.3,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,9.0,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
292,008700,아남전자,KOSPI,기타,1494,174.12,1152.2,0.0,,WAIT,WAIT,3,False,False,True,4.3,4.3,0.0,0.0,21.5,0.0,5.1,7.2,21.5,73.1,2.1,1.5,RR2.1 + 진입적정,0,1472.0,1378.0,1738.0,1938.0,,0.38,5.11,1618,-4.36,특이사항 없음,0,-7.25,42.2,-2.21,,,저점 이탈,추세 관망,NORMAL,60.6,영상 및 음향기기 제조업,17412363235.0,73.9,13.13,0,0,3.25,0.88,-3.61,-5.8,6.03,16.36,-16.67,-26.92,-42.94,0.445,0.324,0,7.7,0,0,0.36,0.23,2165.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,6.39,6.0,2.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,1597.3,-7.7,0.0054,True,O,▲,1463,▼,O,X,0,0,0,0.41,250,0,1,1,1,0.0,영상 및 음향기기 제조업,5.056916666666667,2.3140833333333335,10.0,21.5,OK,1.5,1.5,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,4.3,4.3,4.3,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,16.3,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
293,005440,현대지에프홀딩스,KOSPI,금융,15000,65.91,23385.6,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,62.7,62.7,54.9,74.8,54.1,0.0,60.4,61.3,20.7,74.1,0.97,0.0,진입적정,0,15000.0,13400.0,16550.0,19790.0,,-1.32,1.3,14901,8.74,특이사항 없음,1,-4.14,59.9,7.59,TIMING 강점,,,조건 미충족,NORMAL,60.6,기타 금융업,6590850050.0,64.7,17.87,0,0,-1.83,10.95,11.86,2.67,77.51,85.64,-8.2,44.56,26.34,0.165,0.165,1,11.0,0,0,1.65,0.59,22900.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,10.67,5.0,1.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,13013.5,0.66,0.296,False,O,▲,14329,▲,O,X,0,0,0,-2.81,250,0,1,1,1,0.0,기타 금융업,6.257222222222222,4.369722222222222,9.0,54.1,OK,58.0,58.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,62.7,62.7,62.7,32.95,32.95,FRESH,0.427,,True,MATURE,137420.0,0.0,,,,,,True,10.3,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
294,464080,에스오에스랩,KOSDAQ,기타,16780,58.91,3011.5,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,57.8,57.8,55.9,75.7,25.8,0.0,50.1,52.5,49.9,37.6,6.18,0.0,RR6.2 + 진입적정,0,16780.0,14850.0,28700.0,30150.0,,0.33,1.15,20354,48.57,특이사항 없음,0,-0.51,67.7,9.83,TIMING 강점,,,조건 미충족,NORMAL,60.6,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",5891042770.0,56.9,23.96,0,0,-0.06,8.4,8.61,-1.24,-24.41,61.66,-12.11,-57.36,2.36,0.603,0.271,1,10.3,1,0,1.77,0.9,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,11.5,6.0,6.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,17234.0,-17.56,0.2032,False,X,▲,16371,▲,O,X,0,0,0,-0.18,250,0,1,1,1,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",5.056916666666667,2.3140833333333335,10.0,25.8,OK,68.10473550400724,68.10473550400724,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,57.8,57.8,57.8,32.95,32.95,FRESH,0.378,,True,MATURE,137420.0,0.0,,,,,,True,71.0,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
295,018260,삼성에스디에스,KOSPI,IT/전기전자,180100,427.8,139357.4,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,57.6,57.6,42.9,68.2,66.0,0.0,56.3,59.0,25.3,68.4,0.98,0.0,진입적정,0,180100.0,165900.0,194000.0,207000.0,,-1.55,0.79,171023,3.41,특이사항 없음,0,-2.14,72.5,11.8,,,RSI 과열,조건 미충족,NORMAL,60.6,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",42780154950.0,65.2,35.86,0,0,-0.06,0.84,16.95,12.92,6.44,4.28,2.05,-26.51,-55.02,0.12,0.12,1,8.4,1,0,1.27,0.71,,SWING_20D,80,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,7.88,4.0,1.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,163865.0,5.31,-0.0483,False,O,▲,181756,▲,X,X,0,0,0,0.33,250,0,1,-1,1,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",8.927999999999999,18.005499999999998,3.0,66.0,OK,43.19017859848306,43.19017859848306,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,57.6,57.6,57.6,32.95,32.95,FRESH,0.376,,True,MATURE,137420.0,0.0,,,,,,True,7.7,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
296,348340,뉴로메카,KOSDAQ,조선·기계·설비,67400,163.49,8332.1,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,50.1,50.1,53.0,59.2,26.2,0.0,13.5,46.1,33.0,58.8,0.37,0.0,진입적정,0,67400.0,57500.0,71100.0,139000.0,,-0.16,0.81,88963,108.58,특이사항 없음,0,-1.26,60.9,8.1,,,,조건 미충족,NORMAL,60.6,특수 목적용 기계 제조업,16348682650.0,63.1,28.01,0,0,-3.3,5.64,9.42,1.81,-41.39,136.91,-9.06,-74.34,77.61,0.467,0.081,1,12.0,1,0,1.37,0.77,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,14.69,5.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,69940.0,-24.24,0.1825,False,O,▲,67131,▲,O,X,0,0,0,0.0,248,0,1,1,1,0.0,특수 목적용 기계 제조업,12.425342465753424,6.825068493150685,6.0,26.2,OK,49.698658109883176,49.698658109883176,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,50.1,50.1,50.1,32.95,32.95,FRESH,0.301,,True,MATURE,137420.0,0.0,,,,,,True,5.5,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
297,005387,현대차2우B,KOSPI,자동차·모빌리티,255500,451.68,89332.8,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,48.3,48.3,50.2,52.5,36.2,0.0,45.8,46.3,16.3,79.6,3.55,0.0,RR3.5 + 진입적정,0,255500.0,234500.0,330000.0,346500.0,,0.63,0.93,266558,-3.33,특이사항 없음,0,0.0,66.4,4.62,,,,조건 미충족,NORMAL,60.6,기타,45168121750.0,49.7,12.87,0,0,-0.58,5.36,3.65,-0.58,-13.97,34.33,-11.45,-46.92,-24.97,0.45,0.194,0,7.2,1,0,1.12,0.92,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,8.22,4.0,3.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,267900.0,-4.15,0.1521,False,O,▲,250049,▲,O,X,0,0,0,-0.78,250,0,1,1,1,0.0,기타,7.997894736842106,-4.332105263157895,12.0,36.2,OK,60.77761406202125,60.77761406202125,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,48.3,48.3,48.3,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,29.2,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
298,138930,BNK금융지주,KOSPI,금융,18800,245.04,58341.5,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,48.2,48.2,49.2,66.2,10.2,0.0,12.2,41.9,56.0,30.0,0.6,0.0,진입적정,0,18800.0,17460.0,19600.0,23050.0,,-0.13,1.4,18902,21.5,특이사항 없음,0,-0.17,69.8,2.7,,,,조건 미충족,NORMAL,60.6,기타 금융업,24503761400.0,49.6,13.73,0,0,-0.16,-0.48,6.46,1.9,19.97,32.12,-8.97,-12.98,-27.18,0.163,0.084,1,6.3,1,1,1.34,0.67,25100.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,7.13,4.0,0.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,19600.0,-0.54,-0.0562,False,O,▲,19217,▲,X,X,0,0,0,-1.01,250,0,1,1,1,0.0,기타 금융업,6.257222222222222,4.369722222222222,9.0,10.2,OK,58.249758779580816,58.249758779580816,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,48.2,48.2,48.2,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,4.3,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
299,448900,한국피아이엠,KOSDAQ,자동차·모빌리티,99800,200.16,6062.3,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,45.4,45.4,11.4,61.0,82.4,0.0,42.3,51.6,71.0,11.2,2.11,0.0,RR2.1 + 진입적정,0,99800.0,84800.0,131500.0,178400.0,,-0.19,1.24,104901,162.65,특이사항 없음,0,-4.64,43.3,-1.27,AI 강점,,,조건 미충족,NORMAL,60.6,자동차 신품 부품 제조업,20015527350.0,46.1,47.83,0,0,-6.55,6.97,7.31,-18.13,42.37,247.13,-29.0,9.42,187.83,0.111,0.041,1,12.0,1,0,1.17,0.38,212000.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.03,5.0,2.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,115860.0,-4.86,0.5498,False,O,▲,100375,▲,X,X,0,0,0,-2.81,250,0,1,1,1,0.0,자동차 신품 부품 제조업,7.997894736842106,-4.332105263157895,12.0,82.4,OK,49.0,49.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,45.4,45.4,45.4,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,31.8,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
300,084650,랩지노믹스,KOSDAQ,기타,1493,94.35,1108.4,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,42.5,42.5,12.4,48.5,90.7,0.0,38.8,50.5,78.3,2.1,2.19,0.0,RR2.2 + 진입적정,0,1493.0,1269.0,1983.0,2545.0,,0.72,1.06,1684,-17.07,특이사항 없음,0,-0.9,60.5,9.69,AI 강점,,,조건 미충족,NORMAL,60.6,자연과학 및 공학 연구개발업,9434644702.0,52.8,46.21,0,0,-1.97,14.23,20.31,8.98,-11.13,-38.18,-1.89,-44.08,-97.48,0.875,0.104,0,12.0,1,0,1.04,0.37,,SWING_20D,80,SWING_120D,45,,0,v1_sl_first_gap_at_open,15.0,6.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1420.9,-11.35,0.1721,False,X,▼,1571,▲,X,X,0,0,0,0.0,250,0,-1,-1,1,0.0,자연과학 및 공학 연구개발업,5.056916666666667,2.3140833333333335,10.0,90.7,OK,52.60800377859377,52.60800377859377,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,42.5,42.5,42.5,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,32.8,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
301,046120,오르비텍,KOSDAQ,서비스 기타,10950,132.53,3605.7,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,37.3,37.3,20.6,37.4,70.4,0.0,35.5,42.8,49.8,37.7,1.51,0.0,RR1.5 + 진입적정,0,10950.0,9300.0,13440.0,16410.0,,-0.73,0.49,8933,170.72,특이사항 없음,2,-3.7,47.0,-1.97,AI 강점,,,조건 미충족,NORMAL,60.6,기타 과학기술 서비스업,13253136185.0,44.6,24.43,1,0,-3.44,-2.23,1.2,-10.61,148.86,167.4,-21.48,115.91,108.1,0.118,0.104,1,12.0,0,0,3.33,0.34,19720.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.07,6.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,8769.0,22.58,0.2005,False,O,▲,10904,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,기타 과학기술 서비스업,4.087777777777777,-1.1692592592592592,11.0,70.4,OK,17.241976976278814,17.241976976278814,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,37.3,37.3,37.3,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,22.7,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
302,215600,신라젠,KOSDAQ,기타,3660,57.54,5055.6,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,32.7,32.7,17.5,28.1,72.3,0.0,31.0,39.3,54.8,31.5,4.56,0.0,RR4.6 + 진입적정,0,3660.0,3480.0,4480.0,5400.0,,-1.49,0.93,4065,1.08,특이사항 없음,5,-1.78,47.0,-4.51,AI 강점,,,조건 미충족,NORMAL,60.6,자연과학 및 공학 연구개발업,5754436629.0,60.2,12.06,1,0,-2.92,-6.63,-4.69,-7.22,18.83,20.2,-18.09,-14.12,-39.1,0.459,0.388,1,10.8,0,0,2.24,0.08,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,4.92,5.0,4.6,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,3475.0,-9.98,-0.1656,True,O,▼,3830,▼,X,X,0,0,0,0.13,250,0,-1,1,1,0.0,자연과학 및 공학 연구개발업,5.056916666666667,2.3140833333333335,10.0,72.3,OK,11.770812345410578,11.770812345410578,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,32.7,32.7,32.7,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,22.4,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
303,056080,유진로봇,KOSDAQ,조선·기계·설비,24800,69.34,9303.0,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,30.5,30.5,20.6,33.8,43.6,0.0,30.4,32.7,23.0,71.2,1.19,0.0,RR1.2 + 진입적정,0,24800.0,22150.0,27950.0,49450.0,,-2.17,0.79,34646,84.65,특이사항 없음,0,-2.77,52.9,-0.48,거래품질 우수,,,조건 미충족,NORMAL,60.6,특수 목적용 기계 제조업,6934195200.0,43.1,14.84,0,0,-1.98,-3.12,-4.06,-8.99,-31.49,90.04,-19.86,-64.44,30.74,0.389,0.012,1,10.8,1,0,6.05,0.38,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,10.69,5.0,1.2,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,28470.0,-28.42,0.0071,False,X,▲,25310,▲,X,X,0,0,0,0.0,250,0,1,1,1,0.0,특수 목적용 기계 제조업,12.425342465753424,6.825068493150685,6.0,43.6,OK,26.782810139197203,26.782810139197203,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,30.5,30.5,30.5,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,12.7,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
304,085660,차바이오텍,KOSDAQ,기타,17270,57.77,16055.9,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,29.5,29.5,15.2,33.3,50.5,0.0,29.3,33.0,35.3,55.9,3.98,0.0,RR4.0 + 진입적정,0,17270.0,16470.0,20450.0,23950.0,,-2.13,0.99,19924,15.94,특이사항 없음,0,-0.12,43.8,-3.7,거래품질 우수,,,조건 미충족,NORMAL,60.6,기초 의약물질 제조업,5776951530.0,40.8,16.23,0,0,-0.69,-4.69,-4.59,-12.25,9.03,30.44,-23.12,-23.92,-28.86,0.51,0.151,1,7.7,0,0,2.21,0.08,26250.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,4.63,5.0,4.0,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,18844.0,-13.32,-0.0586,True,X,▲,17761,▼,X,X,0,0,0,-0.29,250,0,1,1,1,0.0,기초 의약물질 제조업,5.056916666666667,2.3140833333333335,10.0,50.5,OK,30.005691444679613,30.005691444679613,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,29.5,29.5,29.5,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,18.4,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
305,376900,로킷헬스케어,KOSDAQ,기타,90900,209.44,14306.5,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,24.1,24.1,0.0,16.5,87.7,0.0,23.5,34.7,87.7,0.0,9.12,0.0,RR9.1 + 진입적정,0,90900.0,84000.0,153800.0,181900.0,,-0.93,0.47,92305,44.36,특이사항 없음,0,-3.99,23.3,-17.79,AI 강점,,MFI 약세,조건 미충족,NORMAL,60.6,의료용품 및 기타 의약 관련제품 제조업,20944484050.0,22.7,66.88,0,0,-1.52,-14.0,-3.71,-24.44,40.28,159.71,-35.31,7.33,100.41,0.15,0.042,1,12.0,0,0,1.6,0.06,217500.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,7.59,5.0,9.1,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,119810.0,-1.52,0.1433,True,O,▲,92658,▲,X,X,0,0,0,-1.63,233,0,1,1,1,0.0,의료용품 및 기타 의약 관련제품 제조업,5.056916666666667,2.3140833333333335,10.0,87.7,OK,10.306234809498271,10.306234809498271,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,24.1,24.1,24.1,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,69.2,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
306,082270,젬백스,KOSDAQ,조선·기계·설비,23250,128.39,10292.6,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,22.5,22.5,0.0,25.1,62.3,0.0,22.7,29.1,62.3,22.1,11.89,0.0,RR11.9 + 진입적정,0,23250.0,21450.0,44650.0,48850.0,,-2.07,1.37,36379,-40.56,특이사항 없음,0,-11.4,21.7,-21.98,,,저점 이탈,조건 미충족,NORMAL,60.6,특수 목적용 기계 제조업,12838707850.0,45.1,75.95,0,0,-7.19,-12.43,-22.63,-44.11,-0.21,-51.51,-54.98,-33.16,-110.81,0.938,0.052,0,12.0,0,0,0.98,0.05,54900.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,7.74,5.0,11.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,30240.0,-36.09,0.3327,True,X,▼,24054,▼,X,X,0,0,0,-1.8,250,0,-1,-1,1,0.0,특수 목적용 기계 제조업,12.425342465753424,6.825068493150685,6.0,62.3,OK,32.5,32.5,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,22.5,22.5,22.5,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,92.0,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
307,318060,그래피,KOSDAQ,기타,39550,72.72,4401.0,0.0,,NEUTRAL,NEUTRAL,4,False,False,False,22.1,22.1,0.0,34.8,40.9,0.0,23.2,25.2,40.9,48.9,1.97,0.0,RR2.0 + 진입적정,0,39550.0,33600.0,51300.0,69000.0,,-0.08,0.75,48317,160.64,특이사항 없음,0,-5.66,42.8,-0.7,,,저점 이탈,조건 미충족,NORMAL,60.6,합성고무 및 플라스틱 물질 제조업,7272170400.0,42.8,39.13,0,0,-0.25,6.17,3.81,-15.94,23.59,290.81,-26.81,-9.36,231.51,0.201,0.029,1,12.0,0,0,1.21,0.31,79100.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.04,6.0,2.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,45040.0,-18.15,0.5689,False,X,▲,37020,▲,O,X,0,0,0,0.0,161,0,1,0,0,0.0,합성고무 및 플라스틱 물질 제조업,5.056916666666667,2.3140833333333335,10.0,40.9,OK,28.636066990637172,28.636066990637172,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260422,20260422,,22.1,22.1,22.1,32.95,32.95,FRESH,0.3,,True,MATURE,137420.0,0.0,,,,,,True,29.7,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
