LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),KELLY_ENGINE,KELLY_ERROR,추천수량,STRATEGY_SCORE,STRATEGY_HORIZON,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON
370,375500,DL이앤씨,KOSPI,건설·부동산,79700,495.82,30838.8,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,14.5,14.5,6.7,0.0,53.9,0.0,13.4,20.2,53.9,32.6,4.24,0.0,RR4.2 + 진입적정,0,79700.0,73400.0,106400.0,124500.0,,-1.16,0.56,80636,-19.4,특이사항 없음,0,-18.95,29.2,-14.86,AI 강점,,저점 이탈,조건 미충족,CRITICAL,30.9,토목 건설업,49581891500.0,32.4,30.24,0,0,-0.75,-12.71,-19.49,-19.49,61.17,103.84,-40.21,24.69,13.73,0.377,0.033,0,12.0,0,0,1.51,0.13,23990,399,24389,0,-1,97190.0,-1.16,-0.1951,False,O,▲,83463,▼,X,X,-4.61,250,0,1,1,1,147200.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.9,5.0,4.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,토목 건설업,-11.945714285714287,-34.15571428571429,16.0,0.0776572862520165,-0.03686872631818276,0.09090909090909091,OK,53.9,OK,8.027016058642573,8.027016058642573,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,14.5,14.5,14.5,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,4.238,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,33.5,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
371,064260,다날,KOSDAQ,IT/전기전자,6580,74.99,4977.5,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,12.6,12.6,0.0,0.0,63.0,0.0,13.3,21.0,63.0,21.2,5.15,0.0,RR5.2 + 진입적정,0,6580.0,6180.0,8640.0,9370.0,,-2.08,0.3,7817,-20.43,특이사항 없음,0,-12.72,30.5,-11.77,AI 강점,,저점 이탈,조건 미충족,CRITICAL,30.9,소프트웨어 개발 및 공급업,7498742570.0,66.9,21.94,0,0,-1.2,-10.11,-10.23,-19.66,-22.04,-0.3,-15.2,-22.49,-26.75,0.984,0.261,0,12.0,1,0,1.72,0.09,0,0,0,0,-1,8158.0,-15.83,-0.1585,True,X,▼,6928,▼,X,X,0.0,250,0,-1,-1,1,10700.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.08,6.0,5.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,소프트웨어 개발 및 공급업,-5.460217391304347,3.1239130434782605,3.0,0.07164567954841511,0.007256457464153248,0.0,OK,63.0,OK,5.662023474539066,5.662023474539066,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,12.6,12.6,12.6,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,5.15,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,31.3,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
372,004490,세방전지,KOSPI,2차전지,58900,56.72,8163.5,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,8.6,8.6,0.0,24.4,12.7,0.0,13.3,12.4,24.4,69.5,4.41,0.0,RR4.4 + 진입적정,0,58900.0,56700.0,68600.0,77700.0,,-1.43,1.62,63792,-11.74,특이사항 없음,0,-3.94,32.7,-7.69,,,,조건 미충족,CRITICAL,30.9,일차전지 및 이차전지 제조업,5671900950.0,38.8,13.86,0,0,-4.23,-7.54,-10.76,-4.07,-11.96,1.38,-24.79,-48.44,-88.73,0.993,0.493,0,7.7,0,0,0.8,0.04,0,0,0,0,-1,66790.0,-7.67,-0.1507,True,X,▼,61699,▼,X,X,-0.81,250,0,-1,-1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.74,5.0,4.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,일차전지 및 이차전지 제조업,-8.594615384615384,-1.84923076923077,9.0,0.038321610477807425,-1.0693576631731805,0.038461538461538464,OK,12.7,OK,40.0,40.0,0,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,8.6,8.6,8.6,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,4.409,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,16.5,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
373,055550,신한지주,KOSPI,금융,93100,1118.78,441903.2,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,10.0,10.0,0.0,14.1,32.2,0.0,13.2,15.4,32.2,59.8,1.73,0.0,RR1.7 + 진입적정,0,93100.0,88300.0,101400.0,103800.0,,-1.49,0.9,95481,-6.77,특이사항 없음,1,-6.08,25.2,-5.18,,,MFI 약세,조건 미충족,CRITICAL,30.9,기타 금융업,111878289975.0,22.9,8.18,0,1,-2.1,-4.22,-6.81,-6.81,-9.17,21.86,-27.53,-45.65,-68.25,0.418,0.277,0,6.5,0,1,1.31,0.19,0,0,0,0,-1,101730.0,-2.49,-0.0531,True,X,▲,95379,▼,X,X,0.84,250,0,1,1,1,107200.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.16,4.0,1.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,기타 금융업,-2.414761904761905,-10.430238095238096,10.0,0.032530305355224796,-0.3710296929844197,0.02040816326530612,OK,32.2,OK,29.703851482773445,29.703851482773445,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,10.0,10.0,10.0,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,1.729,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,8.9,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
374,00104K,CJ4우(전환),KOSPI,기타,154400,77.8,6525.7,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,10.9,10.9,0.0,7.3,45.4,0.0,13.0,17.6,45.4,43.2,4.85,0.0,RR4.8 + 진입적정,0,154400.0,145000.0,200000.0,215000.0,,-1.95,4.49,173548,-2.98,특이사항 없음,0,-15.11,31.4,-16.45,,,저점 이탈,조건 미충족,CRITICAL,30.9,기타,7780003650.0,45.9,18.98,0,0,-18.44,-18.48,-19.58,-15.07,-17.65,2.86,-35.79,-54.13,-87.25,0.871,0.551,0,12.0,0,1,0.72,0.1,0,0,0,0,-1,200140.0,-11.03,-0.2667,True,X,▲,181593,▼,X,X,0.0,250,0,1,1,1,233500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.09,5.0,4.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타,-3.9532,-1.33936,6.0,0.06735751295336788,0.010098597289442497,0.0,OK,45.4,OK,21.0,21.0,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,10.9,10.9,10.9,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,4.851,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,29.5,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
375,015760,한국전력,KOSPI,기타,37650,814.2,241699.5,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,8.6,8.6,0.0,20.4,17.5,0.0,12.9,12.6,20.4,74.5,3.92,0.0,RR3.9 + 진입적정,0,37650.0,35100.0,47650.0,49150.0,,-2.48,0.87,47621,-21.96,특이사항 없음,0,-16.88,13.0,-13.93,,,MFI 약세,조건 미충족,CRITICAL,30.9,전기업,81420265950.0,15.3,24.62,0,0,-2.84,-12.85,-13.55,-17.79,-37.04,-23.94,-38.51,-73.52,-114.05,0.995,0.039,0,9.2,0,0,1.12,0.13,0,0,0,0,-1,43355.0,-20.94,-0.3139,True,X,▼,39963,▼,X,X,-2.06,250,0,-1,-1,1,65300.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.77,4.0,3.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,SWING_60D,60,0.0,전기업,-3.9532,-1.33936,6.0,0.046006450388920504,-0.08033480784121581,0.16666666666666666,OK,17.5,OK,28.266494661582737,28.266494661582737,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,8.6,8.6,8.6,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,3.922,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,26.6,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
376,323410,카카오뱅크,KOSPI,인터넷/플랫폼·게임,22300,204.15,106397.9,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,8.9,8.9,1.6,22.3,12.3,0.0,12.9,12.1,20.7,74.1,3.12,0.0,RR3.1 + 진입적정,0,22300.0,21100.0,26050.0,27050.0,,-1.57,0.98,24984,-17.44,특이사항 없음,0,-9.92,29.7,-7.54,,,저점 이탈,조건 미충족,CRITICAL,30.9,은행 및 저축기관,20415240275.0,31.8,18.13,0,0,-0.67,-3.67,-8.42,-13.06,-18.61,5.44,-33.78,-55.09,-84.67,0.816,0.294,0,8.8,0,1,1.13,0.12,0,0,0,0,-1,25220.0,-10.74,0.0514,True,X,▲,22451,▼,X,X,0.45,250,0,1,1,1,29500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.38,4.0,3.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,은행 및 저축기관,-1.83,-27.893333333333334,15.0,0.04388212684176809,-0.03839669151974724,0.16666666666666666,OK,12.3,OK,38.09263397911719,38.09263397911719,6,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,8.9,8.9,8.9,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,3.125,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,16.8,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
377,051600,한전KPS,KOSPI,기타,55200,94.17,24840.0,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,9.9,9.9,3.2,16.0,20.7,0.0,12.8,13.3,17.5,78.1,3.16,0.0,RR3.2 + 진입적정,0,55200.0,52100.0,65000.0,69000.0,,-1.95,0.81,60357,-4.7,특이사항 없음,0,-8.97,17.8,-7.98,,,저점 이탈,조건 미충족,CRITICAL,30.9,전기 및 통신 공사업,9417206900.0,30.6,18.86,0,0,-2.13,-3.33,-11.25,-7.69,-5.32,9.09,-28.41,-41.8,-81.02,0.702,0.411,0,7.7,0,1,1.29,0.12,0,0,0,0,-1,62110.0,-8.55,-0.037,True,X,▲,55747,▼,X,X,1.06,250,0,1,1,1,74200.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.62,5.0,3.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,전기 및 통신 공사업,-3.9532,-1.33936,6.0,0.038302277432712216,-0.029181009571537582,0.0,OK,20.7,OK,28.770703198737316,28.770703198737316,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,9.9,9.9,9.9,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,3.161,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,17.8,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
378,024110,기업은행,KOSPI,금융,20650,290.18,164668.4,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,8.6,8.6,0.0,19.7,18.4,0.0,12.8,12.7,19.7,75.4,2.05,0.0,RR2.0 + 진입적정,0,20650.0,19550.0,22900.0,29550.0,,-0.64,1.07,23141,-0.97,특이사항 없음,0,-8.64,28.2,-5.74,,,저점 이탈,조건 미충족,CRITICAL,30.9,은행 및 저축기관,29018307375.0,30.5,11.97,0,0,-1.2,-3.28,-8.63,-9.63,-21.03,2.99,-30.35,-57.51,-87.12,0.871,0.389,0,6.1,0,1,1.08,0.2,0,0,0,0,-1,22660.0,-10.77,-0.0348,True,X,▼,20894,▼,X,X,-0.24,250,0,-1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,5.33,4.0,2.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,은행 및 저축기관,-2.414761904761905,-10.430238095238096,10.0,0.030612244897959183,-0.04545844793888204,0.0625,OK,18.4,OK,35.74666647960589,35.74666647960589,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,8.6,8.6,8.6,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,2.045,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,10.9,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
379,042660,한화오션,KOSPI,조선·기계·설비,115800,1380.19,354826.7,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,9.9,9.9,0.0,10.6,36.4,0.0,12.6,15.7,36.4,54.5,2.93,0.0,RR2.9 + 진입적정,0,115800.0,108400.0,137500.0,140600.0,,-2.64,0.66,130102,-18.88,특이사항 없음,0,-12.04,19.3,-9.99,,,MFI 약세,조건 미충족,CRITICAL,30.9,선박 및 보트 건조업,138018992750.0,19.6,18.45,0,0,-1.95,-11.26,-12.14,-12.21,-10.79,-9.39,-32.93,-47.27,-99.5,0.902,0.369,0,9.9,0,1,1.1,0.16,5906,3821,9727,0,-1,134970.0,-10.99,-0.1938,True,X,▲,120138,▼,X,X,-0.17,250,0,1,1,1,154800.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.39,4.0,2.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,SWING_60D,60,0.0,선박 및 보트 건조업,-1.6224285714285716,14.934714285714287,2.0,0.049592894152479645,-0.021181138582946533,0.10294117647058823,OK,36.4,OK,20.333206748429397,20.333206748429397,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,9.9,9.9,9.9,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,2.932,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,18.7,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
380,456160,지투지바이오,KOSDAQ,바이오·의약품,62800,143.47,10390.5,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,12.1,12.1,4.7,3.8,42.7,0.0,12.5,17.1,38.9,51.4,6.62,0.0,RR6.6 + 진입적정,0,62800.0,58800.0,89300.0,124000.0,,-0.68,0.68,91239,-22.28,특이사항 없음,0,-14.51,27.9,-17.82,거래품질 우수,,저점 이탈,조건 미충족,CRITICAL,30.9,의약품 제조업,14347460700.0,39.6,33.02,0,0,-5.42,-13.02,-26.64,-13.5,-29.75,-35.85,-9.04,-30.2,-62.3,1.0,0.086,0,12.0,0,0,2.25,0.07,0,0,0,0,-1,82640.0,-31.17,-0.4673,True,X,▼,68915,▼,X,X,-4.97,183,0,-1,0,0,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.37,5.0,6.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,의약품 제조업,-4.465625,-20.19125,13.0,0.09474522292993631,0.0007216491312785821,0.5714285714285714,OK,42.7,OK,16.877589924966493,16.877589924966493,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,12.1,12.1,12.1,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,6.625,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,42.2,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
381,094820,일진파워,KOSDAQ,기타,16650,71.63,2510.6,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,15.1,15.1,13.0,0.0,39.9,0.0,12.5,17.6,39.9,50.1,6.13,0.0,RR6.1 + 진입적정,0,16650.0,15370.0,24500.0,27250.0,,-1.98,0.6,19176,-3.23,특이사항 없음,0,-9.99,31.7,-16.5,,,저점 이탈,조건 미충족,CRITICAL,30.9,전기 및 통신 공사업,7163499840.0,46.3,38.42,0,0,-1.77,-17.16,-23.09,-9.76,-3.7,63.08,-5.3,-4.15,36.63,0.56,0.352,0,12.0,0,0,1.64,0.09,0,0,0,0,-1,21510.0,-13.18,-0.7257,True,X,▲,18743,▼,X,X,-1.83,223,0,1,1,1,30750.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.69,6.0,6.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,전기 및 통신 공사업,-3.9532,-1.33936,6.0,0.10274560274560275,0.0017945819032608287,0.2,OK,39.9,OK,14.021974081005462,14.021974081005462,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,15.1,15.1,15.1,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,6.133,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,47.1,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
382,050890,쏠리드,KOSDAQ,IT/전기전자,15400,401.7,9356.5,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,18.3,18.3,25.5,0.0,21.2,0.0,12.1,15.6,25.5,68.1,6.04,0.0,RR6.0 + 진입적정,0,15400.0,14490.0,20900.0,21400.0,,-1.99,0.32,15223,-7.55,특이사항 없음,4,-4.84,43.5,-9.3,거래품질 우수,,,조건 미충족,CRITICAL,30.9,통신 및 방송 장비 제조업,40169932045.0,68.1,23.73,0,0,-1.28,-15.15,-9.99,-7.62,69.05,116.6,-3.16,68.6,90.15,0.483,0.374,0,12.0,0,0,2.84,0.08,0,0,0,0,1,14824.0,1.16,-0.5509,True,O,▲,17091,▼,X,X,-2.95,250,0,1,1,1,24700.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.91,5.0,6.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,통신 및 방송 장비 제조업,-5.460217391304347,3.1239130434782605,3.0,0.11085343228200371,-0.003698367946790991,0.5619047619047619,OK,21.2,OK,5.0,5.0,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,18.3,18.3,18.3,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,6.044,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,35.7,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
383,290650,엘앤씨바이오,KOSDAQ,바이오·의약품,60300,119.44,16262.7,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,11.2,11.2,6.1,6.9,30.6,0.0,11.8,14.5,24.5,69.4,3.77,0.0,RR3.8 + 진입적정,0,60300.0,56400.0,75000.0,125000.0,,-0.63,0.67,79492,-2.22,특이사항 없음,0,-6.73,33.8,-8.41,,,저점 이탈,조건 미충족,CRITICAL,30.9,의약품 제조업,11944305500.0,46.5,25.58,0,0,-5.49,-2.9,-4.59,-17.96,-37.12,5.42,-13.5,-37.57,-21.03,0.873,0.349,0,12.0,0,0,1.45,0.12,0,0,0,0,-1,76010.0,-24.14,0.2304,True,X,▼,60573,▲,X,X,-2.04,250,0,-1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.47,5.0,3.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,의약품 제조업,-4.465625,-20.19125,13.0,0.09488272921108742,0.018945298326903597,0.027777777777777776,OK,30.6,OK,24.23255858207232,24.23255858207232,4,1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,11.2,11.2,11.2,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,3.769,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,24.4,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
384,028300,HLB,KOSDAQ,바이오·의약품,50300,319.3,66991.2,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,8.6,8.6,0.0,13.4,26.1,0.0,11.7,13.2,26.1,67.4,4.58,0.0,RR4.6 + 진입적정,0,50300.0,47200.0,64500.0,67000.0,,-1.26,1.05,54936,-1.51,특이사항 없음,0,-17.22,21.7,-14.74,,,MFI 약세,조건 미충족,CRITICAL,30.9,의료용품 및 기타 의약 관련제품 제조업,31929746075.0,24.2,27.14,0,0,-3.08,-10.97,-17.27,-21.04,-1.57,5.67,-16.58,-2.02,-20.78,0.777,0.524,0,11.9,0,0,1.15,0.1,0,0,0,0,-1,59945.0,-8.44,-0.2441,True,X,▼,53100,▼,X,X,-1.73,250,0,-1,1,1,68500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.16,4.0,4.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,SWING_60D,60,0.0,의료용품 및 기타 의약 관련제품 제조업,-4.465625,-20.19125,13.0,0.05939363817097416,-0.07582840249889279,0.041237113402061855,OK,26.1,OK,30.06873471897449,30.06873471897449,2,0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,default,50,20260518,20260518,,8.6,8.6,8.6,36.48,0.45,FRESH,0.535,,False,0.3,True,MATURE,6272.0,4.581,0.745,0.745,0.0,0.0,v22_calibrated,,,,,,,,,True,28.2,,ELITE_SCORE,MATURE,6272,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,
