시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,근거,RS_slope20,RS_high50,VCP_ok,Pivot_near,Vol_breakout,UDVR_50,UDVR_ok,OBV_high,Weekly_pos,Regime_good,EBS_PLUS,HitProb_%(heuristic),추천매수가,추천매도가1,추천매도가2,손절가
기타,한솔케미칼,014680,232500,174.17,26354.3,58.7,8.61,1153.8543,658.54168,-0.09,9.41,12.86,5,"RSI 45~65, MACD↑, 상승구조, MACD>0, 5d<10%",-0.0651,False,False,True,False,1.79,True,False,True,True,41.8,27.6,219480,230290,238930,207650
기타,엔씨소프트,036570,220500,170.79,47504.6,57.6,4.08,1395.6514,192.15882,-0.65,8.35,9.16,5,"RSI 45~65, MACD↑, 상승구조, MACD>0, 5d<10%",-0.1719,False,False,True,False,1.39,True,False,True,True,41.8,27.6,215810,223730,230070,205490
KOSDAQ,이랜시스,264850,5500,125.66,1666.2,51.4,3.0,-34.0073,19.89123,1.05,1.1,3.58,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1429,False,False,False,True,1.63,True,False,True,True,41.8,27.6,5500,5820,6080,5180
KOSDAQ,알에스오토메이션,140670,13820,85.21,1285.7,48.7,3.99,-20.7278,71.5217,1.35,7.55,2.75,5,"RSI 45~65, MACD↑, MA20 근처, 거래량↑, 5d<10%",-0.0905,False,False,False,True,1.37,True,False,True,True,41.8,27.6,13730,14600,15300,12890
기타,HD현대미포,010620,241500,714.57,96460.3,73.7,11.31,2761.6543,-348.06322,-0.24,2.77,20.15,3,"상승구조, MACD>0, 5d<10%",0.0246,False,False,True,False,1.25,False,False,True,True,39.9,25.9,222970,234990,244600,210450
기타,HD현대마린엔진,071970,99300,240.65,33684.0,67.8,7.75,680.1585,-162.34012,-1.14,1.33,11.2,3,"상승구조, MACD>0, 5d<10%",0.0336,False,False,True,False,0.82,False,False,True,True,39.9,25.9,94640,99610,103580,89400
기타,KCC,002380,439500,69.94,39056.0,74.2,9.22,5688.8327,-893.80788,-0.74,5.27,11.13,3,"상승구조, MACD>0, 5d<10%",0.0149,False,False,True,False,0.95,False,False,True,True,39.9,25.9,409830,424690,436570,390330
기타,삼성생명,032830,154300,2547.71,308600.0,46.2,-3.24,-1151.6213,-312.83787,2.0,-5.1,-1.53,4,"RSI 45~65, 거래량↑, 상승구조, 5d<10%",-0.1632,False,False,False,True,1.36,True,False,True,True,39.6,25.6,156420,162520,167400,154680
기타,HD한국조선해양,009540,474000,1275.18,335464.6,67.9,8.98,3131.7802,170.33833,0.23,6.04,12.72,4,"MACD↑, 상승구조, MACD>0, 5d<10%",-0.017,False,False,True,False,1.41,True,False,True,True,39.6,25.6,445180,465650,482020,421900
KOSDAQ,리노공업,058470,57700,186.81,43974.2,58.8,2.5,-174.0696,-59.51064,-0.89,-0.52,1.05,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",-0.0692,False,False,True,False,1.97,True,False,True,True,39.6,25.6,57290,59270,60860,54610
기타,농심,004370,436000,140.29,26520.3,44.6,0.21,-453.555,358.51435,-0.36,1.63,1.51,4,"MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1775,False,True,True,False,1.29,False,False,False,True,39.6,25.6,436000,445570,453230,422020
KOSDAQ,제이앤티씨,204270,27150,103.73,15705.9,58.8,5.31,-192.052,54.06441,-0.48,3.82,3.82,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",-0.0031,False,False,True,False,2.0,True,False,True,True,39.6,25.6,26790,28820,30450,25010
기타,삼영,003720,4930,88.63,1676.2,53.5,2.39,50.4267,-15.90545,0.73,6.25,6.94,4,"RSI 45~65, MA20 근처, MACD>0, 5d<10%",-0.1586,False,False,False,True,1.81,True,False,True,True,39.6,25.6,4930,5250,5510,4670
KOSDAQ,제일일렉트릭,199820,11130,65.95,2473.1,61.7,5.9,74.8579,-5.41709,0.18,1.0,7.85,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.0453,False,False,True,False,1.31,True,False,True,True,39.6,25.6,10770,11300,11720,10190
KOSDAQ,엑시콘,092870,16040,63.78,2093.3,52.5,5.03,-17.3565,9.89953,-0.6,-0.06,13.12,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",-0.0629,False,False,True,False,2.31,True,False,True,True,39.6,25.6,15820,16930,17810,14810
KOSDAQ,하나마이크론,067310,29400,511.87,19484.0,57.0,13.11,39.9498,43.13964,-0.33,9.7,13.29,5,"RSI 45~65, MACD↑, 상승구조, MACD>0, 5d<10%",0.1092,False,False,False,False,3.34,True,False,True,True,39.2,25.3,26900,28720,30170,25210
KOSDAQ,씨메스,475400,31600,213.6,3692.4,46.4,2.83,-329.9264,35.58515,-0.06,-2.47,4.46,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",0.0483,False,False,False,False,1.44,True,False,True,True,39.2,25.3,31600,33980,35890,29810
KOSDAQ,신성에스티,416180,42600,113.21,3850.9,60.4,1.51,66.8285,-374.97206,-0.25,-7.89,-11.25,5,"RSI 45~65, MA20 근처, 상승구조, MACD>0, 5d<10%",0.0374,False,False,False,False,1.45,True,False,True,True,39.2,25.3,42600,46790,50140,40710
KOSDAQ,나이벡,138610,40350,105.09,4583.4,50.4,3.24,-516.2635,19.62316,-0.75,6.61,3.33,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",0.0644,False,False,False,False,2.74,True,False,True,True,39.2,25.3,40350,44380,47600,37910
KOSDAQ,마음AI,377480,22750,97.22,1617.2,48.6,0.66,-66.5009,79.08861,2.23,8.33,5.81,6,"RSI 45~65, MACD↑, MA20 근처, 거래량↑, 상승구조, 5d<10%",-0.2407,False,False,False,True,1.73,True,False,False,True,38.8,24.9,22750,23850,24720,21920
KOSDAQ,현대무벡스,319400,10100,1536.76,11249.0,57.3,-1.44,-183.1854,-30.99644,0.76,-6.31,-5.08,3,"RSI 45~65, 상승구조, 5d<10%",-0.0053,False,False,False,True,4.91,True,False,True,True,37.4,23.7,10100,11180,12050,9940
기타,키움증권,039490,297000,565.43,78490.2,75.6,11.6,3102.9004,-368.76141,0.27,9.19,19.76,3,"상승구조, MACD>0, 5d<10%",-0.0246,False,False,True,False,1.55,True,False,True,True,37.4,23.7,273880,289380,301780,258140
기타,한국화장품,123690,12210,259.84,1961.9,70.9,17.45,241.878,55.39273,0.56,22.34,26.14,3,"MACD↑, 상승구조, MACD>0",-0.0899,False,False,False,True,2.64,True,False,True,True,37.4,23.7,10690,11270,11740,10080
KOSDAQ,테크윙,089030,66800,246.36,24952.2,59.8,6.09,-498.3366,-13.33034,-1.4,0.91,2.14,3,"RSI 45~65, 상승구조, 5d<10%",-0.0745,False,False,True,False,2.29,True,False,True,True,37.4,23.7,65060,69260,72620,61080
기타,비에이치,090460,18370,159.09,6192.8,72.3,6.14,141.0866,31.09441,0.83,7.3,7.3,3,"MACD↑, MACD>0, 5d<10%",-0.1376,False,False,True,False,1.33,True,False,True,True,37.4,23.7,17710,18510,19150,16790
KOSDAQ,쓰리빌리언,394800,9210,130.49,2921.6,72.0,11.16,21.3165,15.69518,-0.15,12.73,4.78,3,"MACD↑, 상승구조, MACD>0",-0.0191,False,False,True,False,2.48,True,False,True,True,37.4,23.7,8630,9310,9860,8040
KOSDAQ,제룡전기,033100,38900,84.46,6248.3,70.5,7.76,386.2217,-56.34688,0.35,1.17,7.16,3,"상승구조, MACD>0, 5d<10%",-0.0026,False,False,True,False,1.42,True,False,True,True,37.4,23.7,36880,38440,39690,35020
KOSDAQ,피에스케이,319660,37750,72.52,10934.9,58.4,6.43,-82.9538,-68.67519,-0.96,-0.92,15.27,3,"RSI 45~65, 상승구조, 5d<10%",-0.0042,False,False,True,False,2.22,True,False,True,True,37.4,23.7,36580,38810,40600,34410
기타,미래에셋증권2우B,00680K,10850,59.79,14918.8,68.4,7.88,64.3714,-7.0729,-0.57,6.06,13.49,3,"상승구조, MACD>0, 5d<10%",-0.0289,False,False,True,False,1.3,True,False,True,True,37.4,23.7,10320,10860,11290,9760
기타,SK스퀘어,402340,260000,2191.16,344606.2,55.2,3.84,-1082.1749,-1689.64946,0.73,-4.06,0.97,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",0.0975,False,False,False,False,1.69,True,False,True,True,37.0,23.3,260000,279360,294840,242870
KOSDAQ,클로봇,466100,40600,2171.35,10146.8,53.7,7.1,-502.1962,11.09116,0.04,5.18,-2.87,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",0.1269,False,False,False,False,3.77,True,False,True,True,37.0,23.3,39540,42790,45390,36770
KOSDAQ,한라IMS,092460,17870,476.96,3057.5,60.4,9.82,134.7943,-47.36009,0.28,-6.49,24.18,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",0.023,False,False,False,False,1.41,True,False,True,True,37.0,23.3,17120,18830,20190,15780
KOSDAQ,지엔씨에너지,119850,40700,335.81,6694.7,62.2,12.66,466.5888,-6.03548,-0.19,7.96,13.69,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",0.1128,False,False,False,False,1.5,True,False,True,True,37.0,23.3,37920,41500,44360,35040
KOSDAQ,하이젠알앤엠,160190,58000,315.07,17915.0,53.8,6.85,-520.6413,31.14108,-0.18,5.84,-1.53,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",0.1184,False,False,False,False,2.79,True,False,True,True,37.0,23.3,56630,61330,65090,52650
KOSDAQ,케이프,064820,14090,60.04,4354.1,54.3,2.9,-121.6421,-27.68335,-0.5,-3.09,8.38,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",0.0171,False,False,False,False,2.31,True,False,True,True,37.0,23.3,14090,15380,16410,13280
기타,한국항공우주,047810,103400,522.56,100789.3,53.9,0.78,138.2061,-7.5018,-0.92,1.77,8.16,5,"RSI 45~65, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.2041,False,True,False,False,1.37,True,False,False,True,36.6,22.9,103400,106740,109400,99520
기타,KB금융,105560,116600,1443.71,444784.8,60.6,1.18,24.3405,22.9269,0.89,2.46,2.28,6,"RSI 45~65, MACD↑, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.1471,False,False,True,False,0.81,False,False,True,True,36.3,22.7,116600,120340,123340,111790
기타,에이피알,278470,255000,1113.09,95448.2,47.4,3.54,96.4467,607.2357,-0.41,6.92,6.47,6,"RSI 45~65, MACD↑, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.0657,False,False,True,False,1.18,False,False,True,True,36.3,22.7,252330,264440,274120,238890
KOSDAQ,셀트리온제약,068760,63800,122.65,27867.3,78.1,11.34,828.585,-51.47288,0.04,12.72,12.92,2,"상승구조, MACD>0",-0.0385,False,False,True,False,1.63,True,False,True,True,35.2,21.7,58620,61260,63380,55580
KOSDAQ,티씨케이,064760,166000,114.84,19380.5,21.7,-5.81,-3572.1068,-72.9559,-0.5,-4.65,-7.78,2,"상승구조, 5d<10%",-0.1278,False,True,False,False,1.36,True,False,True,True,35.2,21.7,172650,179820,185560,170950
기타,대한해운,005880,1878,61.01,6061.2,79.4,7.45,22.7492,-1.53249,-0.27,4.45,12.52,2,"MACD>0, 5d<10%",-0.0973,False,False,True,False,1.99,True,False,True,True,35.2,21.7,1780,1840,1890,1700
기타,LG에너지솔루션,373220,473000,2374.53,1106820.0,76.7,10.86,5938.8863,-3338.03333,-0.11,-3.86,8.99,3,"상승구조, MACD>0, 5d<10%",0.1173,False,False,False,False,1.9,True,False,True,True,34.8,21.3,439240,464420,484560,413850
기타,LG화학,051910,397500,1975.07,280604.6,84.9,16.37,6578.1983,-2406.93159,-0.01,-0.87,17.26,3,"상승구조, MACD>0, 5d<10%",0.1599,False,False,False,False,1.81,True,False,True,True,34.8,21.3,352250,373610,390700,331330
KOSDAQ,에코프로,086520,88000,1863.38,119483.0,76.9,26.65,2086.3583,-837.97045,-0.23,-0.34,20.05,3,"상승구조, MACD>0, 5d<10%",0.5082,False,False,False,False,1.9,True,False,True,True,34.8,21.3,73260,80800,86840,67400
기타,엘앤에프,066970,122100,1271.27,44342.0,72.7,17.06,2073.8182,-1689.35124,0.03,-8.61,10.0,3,"상승구조, MACD>0, 5d<10%",0.3902,False,False,False,False,1.68,True,False,True,True,34.8,21.3,110220,122040,131490,101180
KOSDAQ,에코프로비엠,247540,160000,1121.77,156482.2,75.0,10.39,1274.5802,-1232.00128,-0.4,-7.3,-0.62,3,"상승구조, MACD>0, 5d<10%",0.1459,False,False,False,False,1.76,True,False,True,True,34.8,21.3,150470,161520,170360,140600
기타,포스코퓨처엠,003670,216500,1045.4,192568.6,75.0,13.47,2420.9531,-1989.72344,-0.89,-10.54,11.89,3,"상승구조, MACD>0, 5d<10%",0.2631,False,False,False,False,1.81,True,False,True,True,34.8,21.3,199060,215590,228810,185080
기타,SK이노베이션,096770,128900,919.8,217909.0,74.1,9.53,1473.0886,-737.46459,0.27,-4.38,10.55,3,"상승구조, MACD>0, 5d<10%",0.051,False,False,False,False,1.71,True,False,True,True,34.8,21.3,120850,127180,132240,114150
기타,HD현대중공업,329180,600000,790.55,532638.7,71.3,9.6,5785.0604,-1085.98466,-0.9,1.01,17.88,3,"상승구조, MACD>0, 5d<10%",0.0063,False,False,False,False,1.47,True,False,True,True,34.8,21.3,562690,593230,617660,531000
KOSDAQ,에이프릴바이오,397030,33100,496.18,7601.5,50.8,5.93,-218.6867,220.16389,0.96,16.75,4.91,3,"RSI 45~65, MACD↑, 상승구조",0.0435,False,False,False,False,2.1,True,False,True,True,34.8,21.3,32310,34450,36150,30310
기타,코스모신소재,005070,55500,337.07,18043.5,71.3,10.11,491.0739,-448.98856,-0.62,-8.42,8.4,3,"상승구조, MACD>0, 5d<10%",0.1078,False,False,False,False,2.05,True,False,True,True,34.8,21.3,52860,57770,61690,48890
KOSDAQ,보로노이,310210,196000,314.15,36050.5,65.8,11.12,1939.4161,-661.71133,0.02,6.18,12.97,3,"상승구조, MACD>0, 5d<10%",0.0707,False,False,False,False,1.71,True,False,True,True,34.8,21.3,183830,198700,210590,171100
기타,에코프로머티,450080,63000,269.09,44057.4,69.5,7.21,206.8499,-410.42883,-0.53,-7.08,-4.26,3,"상승구조, MACD>0, 5d<10%",0.0686,False,False,False,False,1.75,True,False,True,True,34.8,21.3,61200,66070,69970,57000
KOSDAQ,쏠리드,050890,8060,256.32,4897.0,60.0,13.15,158.21,-21.47012,0.22,14.65,18.7,3,"RSI 45~65, 상승구조, MACD>0",0.0547,False,False,False,False,1.89,True,False,True,True,34.8,21.3,7350,7790,8150,6910
KOSDAQ,삼현,437730,31250,239.97,9908.6,60.2,8.91,-107.5354,-122.87366,-0.99,0.64,7.39,3,"RSI 45~65, 상승구조, 5d<10%",0.1424,False,False,False,False,5.51,True,False,True,True,34.8,21.3,30160,33090,35430,27830
KOSDAQ,삼영엠텍,054540,17890,232.41,2325.7,70.7,14.79,101.8549,-165.08138,-0.66,-9.92,17.23,3,"상승구조, MACD>0, 5d<10%",0.304,False,False,False,False,4.62,True,False,True,True,34.8,21.3,16780,19180,21100,15120
기타,이수화학,005950,10670,219.49,2805.6,73.5,40.68,475.677,-131.45546,-0.07,-13.95,82.39,3,"상승구조, MACD>0, 5d<10%",0.611,False,False,False,False,1.39,True,False,True,True,34.8,21.3,8180,9360,10310,7360
KOSDAQ,한스바이오메드,042520,26850,217.49,3631.8,63.5,8.49,-245.4428,-319.95587,-0.51,-20.56,16.74,3,"RSI 45~65, 상승구조, 5d<10%",0.6819,False,False,False,False,1.6,True,False,True,True,34.8,21.3,26850,31250,34770,24010
KOSDAQ,티엘비,356860,68600,216.82,6745.2,55.6,6.13,-776.4314,-113.04917,-1.21,0.73,1.78,3,"RSI 45~65, 상승구조, 5d<10%",0.2161,False,False,False,False,2.4,True,False,True,True,34.8,21.3,67510,73270,77880,62700
KOSDAQ,두산테스나,131970,50200,169.63,9702.3,51.9,4.66,-191.1147,-68.66878,-0.36,3.08,0.7,3,"RSI 45~65, 상승구조, 5d<10%",0.0346,False,False,False,False,1.45,True,False,True,True,34.8,21.3,49550,52730,55270,46530
KOSDAQ,씨피시스템,413630,4060,163.08,1479.3,75.8,21.89,75.0606,-23.68208,-0.4,6.84,53.5,3,"상승구조, MACD>0, 5d<10%",0.0693,False,False,False,False,3.84,True,False,True,True,34.8,21.3,3550,4000,4360,3230
기타,LG화학우,051915,197200,159.27,15162.3,88.2,16.9,3461.5492,-1074.39099,0.28,1.02,17.8,3,"상승구조, MACD>0, 5d<10%",0.1595,False,False,False,False,1.78,True,False,True,True,34.8,21.3,173660,183610,191570,163620
KOSDAQ,유진테크,084370,94900,128.98,21747.3,74.0,12.57,291.6651,-278.12429,-1.27,3.26,16.87,3,"상승구조, MACD>0, 5d<10%",0.1729,False,False,False,False,2.35,True,False,True,True,34.8,21.3,87040,92520,96910,81780
기타,포스코DX,022100,26300,128.09,39985.1,76.1,8.24,291.9078,-164.59158,-0.51,-3.13,5.2,3,"상승구조, MACD>0, 5d<10%",0.0131,False,False,False,False,3.01,True,False,True,True,34.8,21.3,25050,26550,27750,23570
KOSDAQ,비나텍,126340,55100,113.04,3533.9,58.3,6.49,503.1395,-183.46698,-0.08,15.76,6.37,3,"RSI 45~65, 상승구조, MACD>0",0.0105,False,False,False,False,1.65,True,False,True,True,34.8,21.3,54200,59110,63050,50190
KOSDAQ,씨어스테크놀로지,458870,80000,109.74,10132.7,66.8,11.53,437.9016,-90.69715,0.26,6.24,14.12,3,"상승구조, MACD>0, 5d<10%",0.0654,False,False,False,False,2.34,True,False,True,True,34.8,21.3,74260,79300,83340,69580
KOSDAQ,한중엔시에스,107640,46100,106.37,4178.9,65.2,6.11,157.0439,-393.22253,-0.27,-2.12,-7.52,3,"상승구조, MACD>0, 5d<10%",0.092,False,False,False,False,1.48,True,False,True,True,34.8,21.3,45670,50120,53670,42140
KOSDAQ,브이엠,089970,24100,99.49,5807.0,68.4,9.95,43.137,-122.96166,-0.82,2.55,12.88,3,"상승구조, MACD>0, 5d<10%",0.1777,False,False,False,False,2.61,True,False,True,True,34.8,21.3,22740,24390,25710,21260
KOSDAQ,천보,278280,72100,87.21,7210.0,78.7,27.55,2014.9839,-549.28204,-0.12,5.41,20.97,3,"상승구조, MACD>0, 5d<10%",0.4168,False,False,False,False,2.24,True,False,True,True,34.8,21.3,59450,65290,69970,54830
KOSDAQ,피엔티,137400,43250,81.34,10268.9,71.0,6.95,391.4563,-289.15673,-0.63,-7.39,5.36,3,"상승구조, MACD>0, 5d<10%",0.0158,False,False,False,False,1.71,True,False,True,True,34.8,21.3,41780,44450,46590,39230
KOSDAQ,나인테크,267320,4035,80.71,2304.1,69.0,7.57,35.3487,-29.75289,-0.53,-3.58,3.99,3,"상승구조, MACD>0, 5d<10%",0.0996,False,False,False,False,2.31,True,False,True,True,34.8,21.3,3890,4170,4400,3640
KOSDAQ,나노신소재,121600,65900,70.56,8047.2,76.1,15.21,1387.8908,-576.89445,-0.42,-0.9,20.48,3,"상승구조, MACD>0, 5d<10%",0.1695,False,False,False,False,1.34,True,False,True,True,34.8,21.3,59220,63260,66490,55480
KOSDAQ,중앙첨단소재,051980,3735,66.9,4149.3,72.5,21.03,103.1249,-33.41277,-0.53,-3.74,18.57,3,"상승구조, MACD>0, 5d<10%",0.2671,False,False,False,False,3.34,True,False,True,True,34.8,21.3,3270,3640,3940,2990
기타,셀트리온,068270,175600,897.17,405529.2,57.9,0.24,-39.8768,-80.80625,-0.38,1.56,0.34,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",-0.1868,False,False,True,False,1.3,True,False,False,True,34.4,21.0,175600,179860,183270,169920
KOSDAQ,뉴로핏,380550,22100,470.15,2553.5,64.9,7.16,-162.3694,77.35695,-0.5,7.8,5.24,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",-0.0599,False,False,False,False,3.69,True,True,True,True,34.4,21.0,21770,24070,25910,20000
KOSDAQ,에스티팜,237690,101300,354.0,20966.4,56.9,7.35,575.3277,236.76938,0.38,13.18,4.65,4,"RSI 45~65, MACD↑, 상승구조, MACD>0",-0.0607,False,False,False,False,1.51,True,True,True,True,34.4,21.0,97140,102710,107160,91530
기타,일동제약,249420,23500,289.82,7435.0,45.2,-3.68,-52.9762,90.10019,-0.4,7.8,7.31,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",-0.2744,False,True,False,False,1.5,True,False,False,True,34.4,21.0,23650,25140,26330,23670
기타,CJ,001040,170700,178.77,49805.1,48.6,-1.48,-349.334,36.77756,-1.1,-0.06,3.96,4,"RSI 45~65, MACD↑, 상승구조, 5d<10%",-0.2226,False,True,False,False,1.36,True,False,False,True,34.4,21.0,170700,176930,181910,168070
KOSDAQ,솔브레인,357780,283000,72.1,22013.3,43.0,-0.26,-1780.1571,143.21134,-1.17,2.54,0.18,4,"MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1857,False,False,True,False,1.38,True,False,False,True,34.4,21.0,283000,295680,305820,275210
기타,유한양행,000100,118000,556.01,94362.8,49.1,0.03,-109.7514,81.86081,0.86,3.42,1.11,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1519,False,False,True,False,1.23,False,False,True,True,34.1,20.7,118000,121320,123980,114420
기타,LG유플러스,032640,15240,140.83,65505.8,55.9,0.73,-7.1619,9.62407,-0.18,0.46,2.21,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1613,False,False,True,False,0.91,False,False,True,True,34.1,20.7,15240,15590,15870,14720
기타,대우건설,047040,3750,98.24,15585.8,57.6,0.85,15.7635,-9.68581,1.95,-1.83,3.31,5,"RSI 45~65, MA20 근처, 거래량↑, MACD>0, 5d<10%",-0.1329,False,False,False,True,1.15,False,False,True,True,34.1,20.7,3750,3880,3980,3610
KOSDAQ,에스비비테크,389500,26400,78.01,1672.2,50.3,2.43,-281.4266,101.61649,0.45,0.38,3.33,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",-0.0894,False,False,False,True,1.27,False,False,True,True,34.1,20.7,26400,28270,29770,25000
기타,롯데지주,004990,29250,65.16,30686.0,60.0,0.61,93.3032,-67.79819,0.26,-1.18,2.63,5,"RSI 45~65, MA20 근처, 상승구조, MACD>0, 5d<10%",-0.1671,False,True,False,False,1.21,False,False,True,True,34.1,20.7,29250,30270,31090,28200
KOSDAQ,케어젠,214370,64900,56.08,34861.0,55.4,3.44,-32.1031,41.99095,-0.63,9.26,8.71,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1068,False,True,False,False,1.2,False,False,True,True,34.1,20.7,64680,68560,71660,60860
기타,대웅제약,069620,139400,50.43,16151.7,59.6,2.12,408.8412,22.96874,-0.29,3.8,2.95,5,"RSI 45~65, MACD↑, MA20 근처, MACD>0, 5d<10%",-0.1353,False,False,True,False,1.16,False,False,True,True,34.1,20.7,138320,141960,144870,132870
기타,한미반도체,042700,143700,1431.2,136963.6,65.4,8.13,-1129.0423,-406.74829,-1.08,-4.01,0.98,2,"상승구조, 5d<10%",0.3192,False,False,False,False,2.69,True,False,True,True,32.6,19.3,137530,146800,154210,128900
기타,파미셀,005690,16970,497.15,10184.9,74.0,21.89,446.9952,-69.66122,-0.33,14.43,29.25,2,"상승구조, MACD>0",0.1707,False,False,False,False,2.51,True,False,True,True,32.6,19.3,14510,15690,16630,13500
기타,HD현대,267250,205000,417.23,161935.8,78.0,17.0,3792.4823,-734.56228,-0.36,12.89,25.77,2,"상승구조, MACD>0",0.1221,False,False,False,False,1.92,True,False,True,True,32.6,19.3,181250,193320,202970,169960
기타,후성,093370,8900,326.5,9545.7,71.2,23.63,240.8068,-56.39648,0.22,12.66,24.65,2,"상승구조, MACD>0",0.2585,False,False,False,False,2.87,True,False,True,True,32.6,19.3,7570,8320,8910,6980
KOSDAQ,온코닉테라퓨틱스,476060,17140,216.36,1904.6,27.3,-5.72,-532.3832,-103.14948,-0.34,-8.24,-6.7,2,"상승구조, 5d<10%",0.0704,False,False,False,False,5.03,True,False,True,True,32.6,19.3,17290,19070,20480,17630
기타,두산우,000155,508000,166.68,20302.0,72.4,17.72,10171.0524,-2689.64638,-0.65,12.89,15.72,2,"상승구조, MACD>0",0.2482,False,False,False,False,1.48,True,False,True,True,32.6,19.3,448530,482550,509770,418580
KOSDAQ,청담글로벌,362320,8040,70.04,1692.5,50.5,-1.83,16.8811,-11.90144,0.11,-0.62,1.13,3,"RSI 45~65, MACD>0, 5d<10%",-0.2741,False,True,False,False,1.7,True,False,False,True,32.2,19.0,8040,8370,8640,7940
KOSDAQ,PS일렉트로닉스,332570,5530,55.6,2421.6,52.8,-4.47,-91.2615,-7.19713,-1.09,-9.93,0.91,3,"RSI 45~65, 상승구조, 5d<10%",-0.2338,False,True,False,False,3.14,True,False,False,True,32.2,19.0,5570,6010,6350,5620
기타,신한지주,055550,73300,995.1,355867.8,61.4,1.11,-86.7238,-75.8449,0.03,-0.14,0.27,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",-0.1268,False,False,True,False,1.22,False,False,True,True,31.9,18.7,73300,75630,77490,70320
KOSDAQ,JYP Ent.,035900,80900,408.49,28745.8,60.3,6.59,772.5833,10.20631,0.44,6.31,12.83,4,"RSI 45~65, MACD↑, MACD>0, 5d<10%",-0.1225,False,False,True,False,1.27,False,False,True,True,31.9,18.7,77090,79470,81370,73620
기타,삼성증권,016360,77300,335.68,69028.9,65.9,2.72,76.5864,-86.26744,0.34,-0.26,3.9,4,"MA20 근처, 상승구조, MACD>0, 5d<10%",-0.1075,False,False,True,False,1.09,False,False,True,True,31.9,18.7,76560,79170,81250,73000
기타,GS,078930,47950,91.99,44552.9,68.2,2.31,206.9621,-117.85885,-0.52,-2.44,5.38,4,"MA20 근처, 상승구조, MACD>0, 5d<10%",-0.1245,False,False,True,False,0.93,False,False,True,True,31.9,18.7,47520,48810,49850,45570
기타,금호석유화학,011780,116000,81.85,30196.8,71.6,3.7,486.4974,-176.09394,-0.92,-0.85,3.29,4,"MA20 근처, 상승구조, MACD>0, 5d<10%",-0.0779,False,False,True,False,1.21,False,False,True,True,31.9,18.7,113210,115900,118060,109170
기타,HS효성첨단소재,298050,185200,78.07,8296.9,58.2,-1.14,878.3779,-1150.82198,3.43,-7.4,0.11,4,"RSI 45~65, 거래량↑, MACD>0, 5d<10%",-0.1565,False,False,False,True,1.26,False,False,True,True,31.9,18.7,185200,191350,196270,181710
기타,세방전지,004490,65200,52.13,9128.0,62.1,0.67,-3.3328,-28.79411,0.85,-1.36,0.15,4,"RSI 45~65, MA20 근처, 상승구조, 5d<10%",-0.1509,False,False,True,False,1.12,False,False,True,True,31.9,18.7,65200,67020,68480,62820
KOSDAQ,큐리언트,115180,20050,65.78,6995.1,52.4,3.02,-399.6429,78.56901,-0.35,5.97,-12.06,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",0.0435,False,False,False,False,1.27,False,False,True,True,31.5,18.4,20050,22000,23560,18880
기타,SK,034730,248500,409.07,180169.2,67.3,8.65,1991.0364,-208.09671,-0.52,4.63,12.7,3,"상승구조, MACD>0, 5d<10%",-0.008,False,False,True,False,1.3,False,False,True,True,29.7,16.7,234190,245120,253860,221860
기타,기업은행,024110,19330,180.85,154142.4,60.4,0.23,-1.4488,-0.36106,0.1,-0.41,1.26,3,"RSI 45~65, MA20 근처, 5d<10%",-0.1752,False,False,True,False,0.86,False,False,True,True,29.7,16.7,19330,19640,19890,18860
